City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,Actor,Claim,pro_anti_flag,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,File,address,Address,Latitude,Longitude
Phoenix,Phoenix Union High Schools,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Prescott,Prescott HS,AZ,US, 4/20/2018,about 100,100,,100,students,increase school safety,Pro-Gun Reform,walkout,0,0,0,0,1,1,https://www.dcourier.com/news/2018/apr/21/phs-students-honor-national-school-walkout-assembl/,,,,April,"Prescott , AZ, US","Prescott, AZ, AZ, USA",34.6463981,-112.4291464
Sahuarita,Walden Grove High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Sahuarita , AZ, US","Sahuarita, AZ, USA",31.9575818,-110.955646
Scottsdale,Horizon HS,AZ,US, 4/20/2018,hundreds,200,,200,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://twitter.com/hhswalkout,https://twitter.com/dariakadovik/status/987385098759684098,,,April,"Scottsdale , AZ, US","Scottsdale, AZ, USA",33.4941704,-111.9260519
Scottsdale,Desert Mountain High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Scottsdale , AZ, US","Scottsdale, AZ, USA",33.4941704,-111.9260519
Scottsdale,Sunrise Middle School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Scottsdale , AZ, US","Scottsdale, AZ, USA",33.4941704,-111.9260519
Scottsdale,Desert Shadows Middle School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Scottsdale , AZ, US","Scottsdale, AZ, USA",33.4941704,-111.9260519
Scottsdale,Chaparral High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Scottsdale , AZ, US","Scottsdale, AZ, USA",33.4941704,-111.9260519
Sierra Vista,Buena HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Sierra Vista , AZ, US","Sierra Vista, AZ, USA",31.5455001,-110.2772856
Surprise,Valley Vista High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Surprise , AZ, US","Surprise, AZ, USA",33.6292337,-112.3679279
Surprise,Shadow Ridge High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Surprise , AZ, US","Surprise, AZ, USA",33.6292337,-112.3679279
Tempe,McClintock High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Tempe , AZ, US","Tempe, AZ, USA",33.4255104,-111.9400054
Tolleson,Tolleson Union High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Tolleson , AZ, US","Tolleson, AZ, USA",33.4500425,-112.259321
Tolleson,University High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Tolleson , AZ, US","Tolleson, AZ, USA",33.4500425,-112.259321
Tucson,Mountain View High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Tucson , AZ, US","Tucson, AZ, USA",32.2226066,-110.9747108
Tucson,Flowing Wells High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Tucson , AZ, US","Tucson, AZ, USA",32.2226066,-110.9747108
Tucson,Marana HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Tucson , AZ, US","Tucson, AZ, USA",32.2226066,-110.9747108
Tucson,Ironwood Ridge High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Tucson , AZ, US","Tucson, AZ, USA",32.2226066,-110.9747108
Tucson,La Cima Middle School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Tucson , AZ, US","Tucson, AZ, USA",32.2226066,-110.9747108
Tucson,Empire High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Tucson , AZ, US","Tucson, AZ, USA",32.2226066,-110.9747108
Yuma,Yuma HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://yumahswalkout.com,,,,April,"Yuma , AZ, US","Yuma, AZ, USA",32.6926512,-114.6276916
Yuma,Kofa HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Yuma , AZ, US","Yuma, AZ, USA",32.6926512,-114.6276916
Yuma,Gila Ridge HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Yuma , AZ, US","Yuma, AZ, USA",32.6926512,-114.6276916
Yuma,R. Pete Woodard Junior High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Yuma , AZ, US","Yuma, AZ, USA",32.6926512,-114.6276916
Agoura Hills,Agoura High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Agoura Hills , CA, US","Agoura Hills, CA, USA",34.1533395,-118.7616764
Alhambra,Mark Keppel High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Alhambra , CA, US","Alhambra, CA, USA",34.095287,-118.1270146
Anaheim,Katella HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Anaheim , CA, US","Anaheim, CA, USA",33.8365932,-117.9143012
Anaheim,Savanna High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Anaheim , CA, US","Anaheim, CA, USA",33.8365932,-117.9143012
Arcata,Northcoast Preparatory Academy,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Arcata , CA, US","Arcata, CA, USA",40.8665166,-124.0828396
Arcata,Arcata High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Arcata , CA, US","Arcata, CA, USA",40.8665166,-124.0828396
Arroyo High School,El Monte,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Arroyo High School , CA, US","1035, 4921 Cedar Ave, El Monte, CA 91732, United States",34.0937478,-118.0211814
Atherton,Menlo-Atherton High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Atherton , CA, US","Atherton, CA 94027, USA",37.4613272,-122.197743
Atwater,Buhach Colony High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Atwater , CA, US","Atwater, CA 95301, USA",37.3477174,-120.609084
Bakersfield,Mill Creek Park,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout; demonstration,,,,,,1,Indivisible website list,,,,April,"Bakersfield , CA, US","Bakersfield, CA, USA",35.3732921,-119.0187125
Bakersfield,Liberty HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,http://www.instagram.com/nationalwalkoutbakersfield,April,"Bakersfield , CA, US","Bakersfield, CA, USA",35.3732921,-119.0187125
Barstow,Barstow HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Barstow , CA, US","Barstow, CA, USA",34.8957957,-117.0172826
Beaumont,Beaumont High School,CA,US, 4/20/2018,roughly 200,200,,200,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,1,1,http://www.timesheraldonline.com/article/NH/20180420/NEWS/180429973,,,,April,"Beaumont , CA, US","Beaumont, CA, USA",33.9294606,-116.977248
Benicia,Benicia High School,CA,US, 4/20/2018,roughly 200,200,,200,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,1,1,http://www.timesheraldonline.com/article/NH/20180420/NEWS/180429973,,,,April,"Benicia , CA, US","Benicia, CA, USA",38.049365,-122.1585777
Berkeley,Martin Luther King Middle School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Berkeley , CA, US","Berkeley, CA, USA",37.8715926,-122.272747
Berkeley,Elmwood Commercial District,CA,US, 4/20/2018,,,,,general protestors,support gun reform and school safety,Pro-Gun Reform,rally,,,,,,1,Indivisible website list,,,,April,"Berkeley , CA, US","Berkeley, CA, USA",37.8715926,-122.272747
Burbank,John Burroughs High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Burbank , CA, US","Burbank, CA, USA",34.1808392,-118.3089661
Burlingame,Burlingame High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Burlingame , CA, US","Burlingame, CA, USA",37.5778696,-122.34809
Calabasas ,Calabasas High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Calabasas  , CA, US","Calabasas, CA, USA",34.1367208,-118.6614809
Camarillo,Adolfo Camarillo High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Camarillo , CA, US","Camarillo, CA, USA",34.2163937,-119.0376023
Carmel,Carmel HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Carmel , CA, US","Carmel-By-The-Sea, CA 93923, USA",36.5552386,-121.9232879
Castaic,Castaic Middle School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Castaic , CA, US","Castaic, CA 91384, USA",34.4890363,-118.6256552
Ceres,Central Valley High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Ceres , CA, US","Ceres, CA, USA",37.5949316,-120.9577098
Chatsworth,Chatsworth Charter High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Chatsworth , CA, US","Chatsworth, Los Angeles, CA, USA",34.2506356,-118.61481
Chico,Bidwell Junior HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Chico , CA, US","Chico, CA, USA",39.7284944,-121.8374777
Chula Vista,Olympian High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Chula Vista , CA, US","Chula Vista, CA, USA",32.6400541,-117.0841955
Chula Vista,Bonita Vista High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Chula Vista , CA, US","Chula Vista, CA, USA",32.6400541,-117.0841955
Chula Vista,Eastlake High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Chula Vista , CA, US","Chula Vista, CA, USA",32.6400541,-117.0841955
Chula Vista,Otay Ranch HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Chula Vista , CA, US","Chula Vista, CA, USA",32.6400541,-117.0841955
Chula Vista,Chula Vista HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Chula Vista , CA, US","Chula Vista, CA, USA",32.6400541,-117.0841955
Chula Vista,Hilltop High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,http://www.cbs8.com/story/38001093/national-school-walkout-high-school-students-push-for-more-counselors,,,,April,"Chula Vista , CA, US","Chula Vista, CA, USA",32.6400541,-117.0841955
Chula Vista,All Seasons Park,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,High Tech High Chula Vista,April,"Chula Vista , CA, US","Chula Vista, CA, USA",32.6400541,-117.0841955
City of Industry,William Workman HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"City of Industry , CA, US","Industry, CA, USA",34.0197335,-117.9586754
Claremont,Claremont High School,CA,US, 4/20/2018,30 in all,30,,30,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,1,1,https://www.claremont-courier.com/articles/news/t27588-protest,,,,April,"Claremont , CA, US","Claremont, CA, USA",34.0966764,-117.7197785
Cloverdale,Cloverdale High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Cloverdale , CA, US","Cloverdale, CA 95425, USA",38.8054624,-123.0172227
Clovis,Clovis HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Clovis , CA, US","Clovis, CA, USA",36.8252277,-119.7029194
Compton,Dominguez HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://twitter.com/mrmicahali/status/987434554729291776,,,,April,"Compton , CA, US","Compton, CA, USA",33.8958492,-118.2200712
Concord,Concord High,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Concord , CA, US","Concord, CA, USA",37.9779776,-122.0310733
Concord,Clayton Valley Charter High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Concord , CA, US","Concord, CA, USA",37.9779776,-122.0310733
Corona,Centennial HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Corona , CA, US","Corona, CA, USA",33.8752935,-117.5664384
Coronado,Coronado HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Coronado , CA, US","Coronado, CA, USA",32.6858853,-117.1830891
Covina,Covina HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Covina , CA, US","Covina, CA, USA",34.0900091,-117.8903397
Covina,Gladstone HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Covina , CA, US","Covina, CA, USA",34.0900091,-117.8903397
Crescent City,Del Norte HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout; march,,,,,,1,Indivisible website list,,,,April,"Crescent City , CA, US","Crescent City, CA, USA",41.7557501,-124.2025913
Culver City,Culver City Middle School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Culver City , CA, US","Culver City, CA, USA",34.0211224,-118.3964665
Cupertino,Cupertino Middle School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Cupertino , CA, US","Cupertino, CA, USA",37.3229978,-122.0321823
Cypress,Lexington Junior High School,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Cypress , CA, US","Cypress, CA, USA",33.8169366,-118.0368507
Cypress,Cypress Community College,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Cypress , CA, US","Cypress, CA, USA",33.8169366,-118.0368507
Danville,town green,CA,US, 4/20/2018,,,,,general protestors,support gun reform and school safety,Pro-Gun Reform,rally,,,,,,1,Indivisible website list,,,support students,April,"Danville , CA, US","Danville, CA, USA",37.8215929,-121.9999606
Danville,Monte Vista HS,CA,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Danville , CA, US","Danville, CA, USA",37.8215929,-121.9999606
Davis,Davis Senior High School,CA,US, 4/20/2018,as many as 40; roughly 80 including Da Vinci Charter,40,,80,students,Pro-gun control,Pro-Gun Reform,walkout; march,0,0,0,0,1,1,https://account.sacbee.com/static/paywall/stop?resume=209449034,https://www.davisenterprise.com/local-news/high-school-students-march-against-gun-violence/,,,April,"Davis , CA, US","Davis, CA, USA",38.5449065,-121.7405167
Davis,Da Vinci Charter Academy,CA,US, 4/20/2018,see above,,,,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,0,1,https://www.davisenterprise.com/local-news/high-school-students-march-against-gun-violence/,,,,April,"Davis , CA, US","Davis, CA, USA",38.5449065,-121.7405167
Davis,Davis Senior High School,CA,US, 4/20/2018,several hundred,300,,300,students,support gun reform and school safety,Pro-Gun Reform,march,0,0,0,0,0,1,https://www.davisenterprise.com/local-news/high-school-students-march-against-gun-violence/,,,march around DHS track,April,"Davis , CA, US","Davis, CA, USA",38.5449065,-121.7405167
